address,issue,title,canonical_self,hreflang_values,hreflang_urls,indexability,source_pages,recommended_fix
https://shopline.tw/changelog,Hreflang missing x-default,SHOPLINE 產品最新動態｜SHOPLINE 全方位零售整合專家,https://shopline.tw/changelog,zh-Hant-TW,https://shopline.tw//changelog,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-partner-summit-2024,Hreflang missing x-default,SHOPLINE 開放生態圈再進化，打造電商界最強擴充功能商店｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-partner-summit-2024,zh-Hant-TW,https://shopline.tw//news/shopline-partner-summit-2024,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-partner-summit-2024,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/online-store/fashion-and-apparel,Hreflang missing x-default,流行服飾產業電商開店｜SHOPLINE 全通路零售整合專家,https://shopline.tw/online-store/fashion-and-apparel,zh-Hant-TW,https://shopline.tw//online-store/fashion-and-apparel,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/fashion-and-apparel,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-2022-whitepaper,Hreflang missing x-default,疫後電商大剖析！SHOPLINE 發布《 2022 網路開店白皮書 》｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-2022-whitepaper,zh-Hant-TW,https://shopline.tw//news/shopline-2022-whitepaper,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2022-whitepaper,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/solutions/omo,Hreflang missing x-default,OMO 全通路整合解決方案｜SHOPLINE 全方位零售整合專家,https://shopline.tw/solutions/omo,zh-Hant-TW,https://shopline.tw//solutions/omo,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-20250523,Hreflang missing x-default,SHOPLINE 聲明稿,https://shopline.tw/news/shopline-20250523,zh-Hant-TW,https://shopline.tw//news/shopline-20250523,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-20250523,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/showcase,Hreflang missing x-default,電商品牌商家案例｜SHOPLINE 全方位零售整合專家,https://shopline.tw/showcase,zh-Hant-TW,https://shopline.tw//showcase,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/sc-instagram-live,Hreflang missing x-default,SHOPLINE 社群購物解決方案再升級 串接 Instagram LIVE 新服務上線｜SHOPLINE,https://shopline.tw/news/sc-instagram-live,zh-Hant-TW,https://shopline.tw//news/sc-instagram-live,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/sc-instagram-live,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-app-store,Hreflang missing x-default,SHOPLINE 迎接十週年，推出全新「SHOPLINE 擴充功能商店」服務：開放 API,https://shopline.tw/news/shopline-app-store,zh-Hant-TW,https://shopline.tw//news/shopline-app-store,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-app-store,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/ai,Hreflang missing x-default,SHOPLINE AI 賦能零售事業成長引擎｜SHOPLINE 全方位零售整合專家,https://shopline.tw/ai,zh-Hant-TW,https://shopline.tw//ai,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/pos,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-2024-double11,Hreflang missing x-default,雙 11 買氣再創新高！SHOPLINE 整體商家業績增長 24 %｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-2024-double11,zh-Hant-TW,https://shopline.tw//news/shopline-2024-double11,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2024-double11,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/pos/hardware,Hreflang missing x-default,SHOPLINE POS 週邊硬體｜SHOPLINE 全方位零售整合專家,https://shopline.tw/pos/hardware,zh-Hant-TW,https://shopline.tw//pos/hardware,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/showcase/beauty-health-brand,Hreflang missing x-default,美妝保養品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/beauty-health-brand,zh-Hant-TW,https://shopline.tw//showcase/beauty-health-brand,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/food-beverage-brand,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/faq/features,Hreflang missing x-default,特色功能說明｜輕鬆、直覺的全通路開店服務｜SHOPLINE 全方位零售整合專家,https://shopline.tw/faq/features,zh-Hant-TW | zh-Hant-HK | en-HK,https://shopline.tw//faq/features | https://shopline.hk//faq/features | https://shopline.hk/en/faq/features,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-youtube-shopping,Hreflang missing x-default,直播電商玩法再升級！開店平台 SHOPLINE 導入 YouTube Shopping 功能｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-youtube-shopping,zh-Hant-TW,https://shopline.tw//news/shopline-youtube-shopping,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-youtube-shopping,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/showcase/fashion-brand,Hreflang missing x-default,流行時尚品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/fashion-brand,zh-Hant-TW,https://shopline.tw//showcase/fashion-brand,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/food-beverage-brand,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-zingala-bnp,Hreflang missing x-default,SHOPLINE 攜手中租控股旗下 zingala 銀角零卡，續拓先買後付金流服務版圖，多元彈性的支付方案搶攻無卡消費商機｜SHOPLINE,https://shopline.tw/news/shopline-zingala-bnp,zh-Hant-TW,https://shopline.tw//news/shopline-zingala-bnp,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-zingala-bnp,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/features/order-management,Hreflang missing x-default,專為零售業者開發的訂單管理系統，讓營運管理更高效｜SHOPLINE 全方位零售整合專家,https://shopline.tw/features/order-management,zh-Hant-TW,https://shopline.tw//features/order-management,Indexable,https://shopline.tw/about/sitemap | https://shopline.tw/online-store | https://shopline.tw/features/order-management,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/logistics,Hreflang missing x-default,電商物流串接一次搞定｜SHOPLINE 全方位零售整合專家,https://shopline.tw/logistics,zh-Hant-TW,https://shopline.tw//logistics,Indexable,https://shopline.tw/about/sitemap | https://shopline.tw/faq/payments-and-shipping | https://shopline.tw/faq/payments-and-shipping,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/showcase/health-and-supplements,Hreflang missing x-default,保健食品品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/health-and-supplements,zh-Hant-TW,https://shopline.tw//showcase/health-and-supplements,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/food-beverage-brand,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/group-buying,Hreflang missing x-default,SHOPLINE 團購解決方案｜SHOPLINE 全方位零售整合專家,https://shopline.tw/group-buying,zh-Hant-TW,https://shopline.tw//group-buying,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/showcase/lifestyle-brand,Hreflang missing x-default,生活居家品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/lifestyle-brand,zh-Hant-TW,https://shopline.tw//showcase/lifestyle-brand,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/food-beverage-brand,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/faq/community,Hreflang missing x-default,附加服務｜選擇 SHOPLINE 開店的獨家優勢｜零售業界最豐富開店資源圈,https://shopline.tw/faq/community,zh-Hant-TW,https://shopline.tw//faq/community,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/selectedpartners,Hreflang missing x-default,精選夥伴｜SHOPLINE 全方位零售整合專家,https://shopline.tw/selectedpartners,zh-Hant-TW,https://shopline.tw//selectedpartners,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/solutions/data-analysis,Hreflang missing x-default,數據賦能解決方案｜SHOPLINE 全方位零售整合專家,https://shopline.tw/solutions/data-analysis,zh-Hant-TW,https://shopline.tw//solutions/data-analysis,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-brands-award-list,Hreflang missing x-default,SHOPLINE 2022 傑出品牌風格大賞得獎名單出爐 MIT 電商品牌大放異彩｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-brands-award-list,zh-Hant-TW,https://shopline.tw//news/shopline-brands-award-list,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-brands-award-list,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/about/pricing/module,Hreflang missing x-default,SHOPLINE 額外擴充功能及模組介紹,https://shopline.tw/about/pricing/module,zh-Hant-TW,https://shopline.tw//about/pricing/module,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-employer-brand-2025,Hreflang missing x-default,SHOPLINE 榮獲 IT Matters Awards「最佳 IT 雇主獎」｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-employer-brand-2025,zh-Hant-TW,https://shopline.tw//news/shopline-employer-brand-2025,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-employer-brand-2025,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-gogolook-anti-fraud,Hreflang missing x-default,電商詐騙頻傳！SHOPLINE 領先業界合作 Gogolook Watchmen,https://shopline.tw/news/shopline-gogolook-anti-fraud,zh-Hant-TW,https://shopline.tw//news/shopline-gogolook-anti-fraud,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-gogolook-anti-fraud,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/about/sitemap,Hreflang missing x-default,網站地圖｜SHOPLINE 全方位零售整合專家,https://shopline.tw/about/sitemap,zh-Hant-TW | zh-Hant-HK | en-US | ja,https://shopline.tw//about/sitemap | https://shopline.hk//about/sitemap | https://www.shopline.com/sitemap | https://jp.shopline.com/sitemap,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/solutions,Hreflang missing x-default,SHOPLINE 全方位零售解決方案｜OMO 虛實整合再進化,https://shopline.tw/solutions,zh-Hant-TW,https://shopline.tw//solutions,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/shoplytics,Hreflang missing x-default,電商數據分析必備！Shoplytics 助你洞察數據讓決策更精準｜SHOPLINE 全方位零售整合專家,https://shopline.tw/shoplytics,zh-Hant-TW,https://shopline.tw//shoplytics,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/online-store/health-and-supplements,Hreflang missing x-default,保健食品產業電商開店｜SHOPLINE 全通路零售整合專家,https://shopline.tw/online-store/health-and-supplements,zh-Hant-TW,https://shopline.tw//online-store/health-and-supplements,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/health-and-supplements,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/solutions/member-repurchase,Hreflang missing x-default,會員回購解決方案｜SHOPLINE 全方位零售整合專家,https://shopline.tw/solutions/member-repurchase,zh-Hant-TW,https://shopline.tw//solutions/member-repurchase,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-payments-mpi,Hreflang missing x-default,SHOPLINE 取得新加坡大型支付機構 MPI 執照  建構國際級風控合規體系｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-payments-mpi,zh-Hant-TW,https://shopline.tw//news/shopline-payments-mpi,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-payments-mpi,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/features/landing-page,Hreflang missing x-default,立即打造一頁商店，衝高你的業績｜SHOPLINE 全方位零售整合專家,https://shopline.tw/features/landing-page,zh-Hant-TW,https://shopline.tw//features/landing-page,Indexable,https://shopline.tw/about/sitemap | https://shopline.tw/online-store | https://shopline.tw/features/landing-page,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/online-store/food-and-beverage,Hreflang missing x-default,食品飲料產業電商開店｜SHOPLINE 全通路零售整合專家,https://shopline.tw/online-store/food-and-beverage,zh-Hant-TW,https://shopline.tw//online-store/food-and-beverage,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/food-and-beverage,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/about/press,Hreflang missing x-default,最新消息｜SHOPLINE 全方位零售整合專家,https://shopline.tw/about/press,zh-Hant-TW,https://shopline.tw//about/press,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/faq/payments-and-shipping,Hreflang missing x-default,金、物流服務｜在地化的收款及送貨服務｜SHOPLINE 全方位零售整合專家,https://shopline.tw/faq/payments-and-shipping,zh-Hant-TW | zh-Hant-HK | en-HK,https://shopline.tw//faq/payments-and-shipping | https://shopline.hk//faq/payments-and-shipping | https://shopline.hk/en/faq/payments-and-shipping,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/online-store/shop-builder,Hreflang missing x-default,SHOP Builder 網頁設計編輯器｜SHOPLINE 全方位零售整合專家,https://shopline.tw/online-store/shop-builder,zh-Hant-TW,https://shopline.tw//online-store/shop-builder,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/faq/cooperation,Hreflang missing x-default,異業合作｜與 SHOPLINE 成為合作夥伴｜零售業開放生態圈,https://shopline.tw/faq/cooperation,zh-Hant-TW,https://shopline.tw//faq/cooperation,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-2023-double11-first-week,Hreflang missing x-default,雙 11 暖身買氣熱烈！SHOPLINE 商家首週業績成長最高突破 183%｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-2023-double11-first-week,zh-Hant-TW,https://shopline.tw//news/shopline-2023-double11-first-week,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2023-double11-first-week,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/online-store/bags,Hreflang missing x-default,包包產業電商開店｜SHOPLINE 全方位零售整合專家,https://shopline.tw/online-store/bags,zh-Hant-TW,https://shopline.tw//online-store/bags,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/bags,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/showcase/pets,Hreflang missing x-default,寵物用品品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/pets,zh-Hant-TW,https://shopline.tw//showcase/pets,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/food-beverage-brand | https://shopline.tw/showcase/lifestyle-brand,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/social-commerce/instagram-live,Hreflang missing x-default,Instagram 直播導購｜SHOPLINE 社群購物系統｜SHOPLINE 全方位零售整合專家,https://shopline.tw/social-commerce/instagram-live,zh-Hant-TW,https://shopline.tw//social-commerce/instagram-live,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-2024-whitepaper,Hreflang missing x-default,SHOPLINE 公布《2024 新零售開店白皮書》剖析電商致勝關鍵｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-2024-whitepaper,zh-Hant-TW,https://shopline.tw//news/shopline-2024-whitepaper,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2024-whitepaper,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/online-store/pets,Hreflang missing x-default,寵物用品網店架設｜輕鬆打造品牌電商，開啟寵物電商生意｜SHOPLINE 全方位零售整合專家,https://shopline.tw/online-store/pets,zh-Hant-TW,https://shopline.tw//online-store/pets,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/pets,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/line-solution,Hreflang missing x-default,LINE 官方帳號全面導購｜SHOPLINE 全方位零售整合專家,https://shopline.tw/line-solution,zh-Hant-TW,https://shopline.tw//line-solution,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/faq/plans,Hreflang missing x-default,方案費用及付款說明｜SHOPLINE 全方位零售整合專家,https://shopline.tw/faq/plans,zh-Hant-TW | zh-Hant-HK | en-HK,https://shopline.tw//faq/plans | https://shopline.hk//faq/plans | https://shopline.hk/en/faq/plans,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/design | https://shopline.tw/faq/pos,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/smart-omo,Hreflang missing x-default,Smart OMO 會員導購工具｜SHOPLINE 全方位零售整合專家,https://shopline.tw/smart-omo,zh-Hant-TW,https://shopline.tw//smart-omo,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/showcase/electronics-brand,Hreflang missing x-default,家電 3C 品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/electronics-brand,zh-Hant-TW,https://shopline.tw//showcase/electronics-brand,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/food-beverage-brand,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-payments-aftee,Hreflang missing x-default,SHOPLINE Payments 瞄準三大營運動能　全方位升級支付服務｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-payments-aftee,zh-Hant-TW,https://shopline.tw//news/shopline-payments-aftee,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-payments-aftee,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/online-store/cosmetics,Hreflang missing x-default,美妝產業電商開店｜SHOPLINE 全通路零售整合專家,https://shopline.tw/online-store/cosmetics,zh-Hant-TW,https://shopline.tw//online-store/cosmetics,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/cosmetics,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/faq/about,Hreflang missing x-default,關於 SHOPLINE｜如何使用 SHOPLINE 開店｜全球 60 萬品牌選用,https://shopline.tw/faq/about,zh-Hant-TW | zh-Hant-HK | en-HK,https://shopline.tw//faq/about | https://shopline.hk//faq/about | https://shopline.hk/en/faq/about,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/showcase/food-beverage-brand,Hreflang missing x-default,食品飲料品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/food-beverage-brand,zh-Hant-TW,https://shopline.tw//showcase/food-beverage-brand,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/lifestyle-brand,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/solutions/shop-efficiency,Hreflang missing x-default,商店營運效率解決方案｜SHOPLINE 全方位零售整合專家,https://shopline.tw/solutions/shop-efficiency,zh-Hant-TW,https://shopline.tw//solutions/shop-efficiency,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/faq/design,Hreflang missing x-default,如何開始建立商店｜免費試用 14 天｜SHOPLINE 全方位零售整合專家,https://shopline.tw/faq/design,zh-Hant-TW | zh-Hant-HK | en-HK,https://shopline.tw//faq/design | https://shopline.hk//faq/design | https://shopline.hk/en/faq/design,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/pos,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
https://shopline.tw/news/shopline-iopenmall-oneec-cooperation,Hreflang missing x-default,SHOPLINE 攜手 iOPEN Mall、精誠 OneEC 三方結盟，打造最強開放生態圈｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-iopenmall-oneec-cooperation,zh-Hant-TW,https://shopline.tw//news/shopline-iopenmall-oneec-cooperation,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-iopenmall-oneec-cooperation,若有全球入口或語系選擇頁，加入 x-default；若無，於策略上註明不使用。
