issue_id,issue_name,severity,category,affected_url,canonical_url,canonical_code,compliant,depth,recommended_fix
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-iopenmall-oneec-cooperation,https://shopline.tw/news/shopline-iopenmall-oneec-cooperation,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//logistics,https://shopline.tw/logistics,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//cooperate,https://shopline.tw/cooperate,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//showcase/food-beverage-brand,https://shopline.tw/showcase/food-beverage-brand,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/health-and-supplements,https://shopline.tw/online-store/health-and-supplements,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//solutions/shop-efficiency,https://shopline.tw/solutions/shop-efficiency,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//showcase/fashion-brand,https://shopline.tw/showcase/fashion-brand,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/shop-builder-crowdfunding,https://shopline.tw/online-store/shop-builder-crowdfunding,200,false,2,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/features,https://shopline.tw/online-store/features,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-brands-award-list,https://shopline.tw/news/shopline-brands-award-list,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/maternity-and-baby,https://shopline.tw/online-store/maternity-and-baby,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//showcase/beauty-health-brand,https://shopline.tw/showcase/beauty-health-brand,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//shoplytics,https://shopline.tw/shoplytics,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/pets,https://shopline.tw/online-store/pets,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//solutions,https://shopline.tw/solutions,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//payments,https://shopline.tw/payments,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//solutions/member-repurchase,https://shopline.tw/solutions/member-repurchase,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//compliance-center,https://shopline.tw/compliance-center,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//faq/plans,https://shopline.tw/faq/plans,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-employer-brand-2025,https://shopline.tw/news/shopline-employer-brand-2025,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-2024-double11,https://shopline.tw/news/shopline-2024-double11,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/care-product,https://shopline.tw/online-store/care-product,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/bedding,https://shopline.tw/online-store/bedding,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-payments-mpi,https://shopline.tw/news/shopline-payments-mpi,200,false,2,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-zingala-bnp,https://shopline.tw/news/shopline-zingala-bnp,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//social-commerce,https://shopline.tw/social-commerce,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//faq/design,https://shopline.tw/faq/design,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//showcase/sport-outdoor-brand,https://shopline.tw/showcase/sport-outdoor-brand,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//about,https://shopline.tw/about,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-2023-retail-whitepaper,https://shopline.tw/news/shopline-2023-retail-whitepaper,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//faq/overview,https://shopline.tw/faq/overview,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//changelog,https://shopline.tw/changelog,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-2023-brand-awards,https://shopline.tw/news/shopline-2023-brand-awards,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//about/pricing,https://shopline.tw/about/pricing,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/product-3c-accessories,https://shopline.tw/online-store/product-3c-accessories,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//group-buying,https://shopline.tw/group-buying,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//targeted-marketing,https://shopline.tw/targeted-marketing,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//faq/payments-and-shipping,https://shopline.tw/faq/payments-and-shipping,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-payments-aftee,https://shopline.tw/news/shopline-payments-aftee,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-20250523,https://shopline.tw/news/shopline-20250523,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-select-pop-up-store-part1,https://shopline.tw/news/shopline-select-pop-up-store-part1,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//solutions/data-analysis,https://shopline.tw/solutions/data-analysis,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//features/order-management,https://shopline.tw/features/order-management,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store,https://shopline.tw/online-store,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/outdoor-ecommerce,https://shopline.tw/online-store/outdoor-ecommerce,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/bags,https://shopline.tw/online-store/bags,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/fashion-and-apparel,https://shopline.tw/online-store/fashion-and-apparel,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//social-commerce/features,https://shopline.tw/social-commerce/features,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//pos/features,https://shopline.tw/pos/features,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-partner-summit-2024,https://shopline.tw/news/shopline-partner-summit-2024,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-gogolook-anti-fraud,https://shopline.tw/news/shopline-gogolook-anti-fraud,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/shop-builder,https://shopline.tw/online-store/shop-builder,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/cosmetics,https://shopline.tw/online-store/cosmetics,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//faq/features,https://shopline.tw/faq/features,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//smart-omo,https://shopline.tw/smart-omo,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store-setup,https://shopline.tw/online-store-setup,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//shopper-app,https://shopline.tw/shopper-app,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//about/press,https://shopline.tw/about/press,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-2025-omo-retail-integration-expert,https://shopline.tw/news/shopline-2025-omo-retail-integration-expert,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//faq/cooperation,https://shopline.tw/faq/cooperation,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-app-store,https://shopline.tw/news/shopline-app-store,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//about/sitemap,https://shopline.tw/about/sitemap,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//online-store/homeware-selection,https://shopline.tw/online-store/homeware-selection,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-select-pop-up-store-part2,https://shopline.tw/news/shopline-select-pop-up-store-part2,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-2022-whitepaper,https://shopline.tw/news/shopline-2022-whitepaper,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//selectedpartners,https://shopline.tw/selectedpartners,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/sc-instagram-live,https://shopline.tw/news/sc-instagram-live,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//news/shopline-select-pop-up-store-part3,https://shopline.tw/news/shopline-select-pop-up-store-part3,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//about/pricing/module,https://shopline.tw/about/pricing/module,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//showcase/electronics-brand,https://shopline.tw/showcase/electronics-brand,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//faq/pos,https://shopline.tw/faq/pos,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//ai,https://shopline.tw/ai,200,false,2,Normalize URL to single slash and update internal links/hreflang/canonical references
c64d3a17-d0f4-11e7-8ed1-001e67ed4656,Double slash in URL,Error,Technical SEO,https://shopline.tw//showcase/lifestyle-brand,https://shopline.tw/showcase/lifestyle-brand,200,false,1,Normalize URL to single slash and update internal links/hreflang/canonical references
